Genes	min	max	gen_len
AT5G52990	21484188	21485006	819
AT5G53000	21485654	21487869	2216
AT5G53010	21488899	21496537	7639
AT5G53020	21498565	21502235	3671
AT5G53030	21505319	21506329	1011
AT5G53040	21506967	21507948	982
AT5G53045	21508603	21509538	936
AT5G53050	21510534	21513432	2899
AT5G53060	21515355	21520310	4956
AT5G53070	21518837	21520167	1331
AT5G53080	21520624	21523158	2535
AT5G53090	21523424	21525561	2138
AT5G53100	21526250	21528323	2074
AT5G53110	21529022	21533008	3987
AT5G53120	21534927	21537653	2727
AT5G53130	21537830	21540490	2661
AT5G53140	21549228	21552132	2905
AT5G53150	21554935	21557202	2268
AT5G53160	21561026	21561953	928
AT5G53170	21563023	21567922	4900
AT5G53180	21568393	21571537	3145
AT5G53190	21572417	21574284	1868
AT5G53200	21582913	21583960	1048
AT5G53210	21586606	21588941	2336
AT5G53220	21596824	21598004	1181
AT5G53230	21598866	21599942	1077
AT5G53240	21601547	21602632	1086
AT5G53250	21603715	21604007	293
AT5G53260	21604662	21605674	1013
AT5G53270	21606271	21606750	480
AT5G53280	21607586	21609080	1495
AT5G53290	21617961	21619025	1065
AT5G53300	21632802	21633989	1188
AT5G53310	21634657	21636094	1438
AT5G53320	21636453	21638337	1885
AT5G53330	21639236	21640716	1481
AT5G53340	21641045	21643195	2151
AT5G53350	21644060	21647503	3444
AT5G53360	21648098	21649269	1172
AT5G53370	21649683	21651638	1956
AT5G53380	21654601	21656539	1939
AT5G53390	21656951	21659207	2257
AT5G53400	21661588	21663383	1796
AT5G53410	21667939	21668046	108
AT5G53420	21673683	21675469	1787
AT5G53430	21677623	21683166	5544
AT5G53440	21683679	21687970	4292
AT5G53450	21689204	21692242	3039
AT5G53460	21700518	21709629	9112
AT5G53470	21710497	21712391	1895
AT5G53480	21714016	21716709	2694
AT5G53486	21721822	21722529	708
AT5G53490	21723488	21724690	1203
AT5G53500	21726167	21728524	2358
AT5G53510	21738849	21742082	3234
AT5G53520	21743450	21745981	2532
AT5G53530	21746275	21748156	1882
AT5G53540	21749561	21751099	1539
AT5G53550	21756081	21758776	2696
AT5G53560	21759628	21760353	726
AT5G53570	21760924	21763280	2357
AT5G53580	21765215	21766919	1705
AT5G53590	21772107	21772535	429
AT5G53592	21774476	21774811	336
AT5G53600	21777107	21777442	336
AT5G53610	21779061	21779393	333
AT5G53620	21781217	21785061	3845
AT5G53635	21785999	21787444	1446
AT5G53637	21788311	21789015	705
AT5G53640	21789919	21790690	772
AT5G53650	21791265	21792242	978
AT5G53660	21794636	21795929	1294
AT5G53670	21796997	21797731	735
AT5G53680	21798382	21799109	728
AT5G53700	21801221	21802546	1326
AT5G53710	21805148	21805753	606
AT5G53720	21806622	21807012	391
AT5G53730	21808072	21808713	642
AT5G53740	21811633	21814908	3276
AT5G53742	21813671	21814018	348
AT5G53750	21817416	21818723	1308
AT5G53760	21823055	21826289	3235
AT5G53770	21826733	21829858	3126
AT5G53780	21839818	21841977	2160
AT5G53790	21843501	21845261	1761
AT5G53800	21848180	21849935	1756
AT5G53810	21850329	21852762	2434
AT5G53820	21853475	21853866	392
AT5G53830	21857057	21857788	732
AT5G53840	21859148	21860672	1525
AT5G53850	21861155	21864817	3663
AT5G53860	21865353	21868576	3224
AT5G53870	21870033	21871228	1196
AT5G53880	21872995	21873195	201
AT5G53890	21877235	21880345	3111
AT5G53895	21880626	21881116	491
AT5G53900	21881375	21883133	1759
AT5G53905	21888148	21889254	1107
AT5G53910	21890643	21891335	693
AT5G53920	21892124	21894087	1964
AT5G53930	21894387	21896283	1897
AT5G53940	21897164	21898589	1426
AT5G53950	21901966	21903795	1830
AT5G53960	21907725	21908452	728
AT5G53970	21910676	21912594	1919
AT5G53980	21914087	21914557	471
AT5G53990	21915707	21917050	1344
AT5G54000	21917776	21919064	1289
AT5G54010	21919819	21921180	1362
AT5G54020	21921864	21923630	1767
AT5G54030	21925984	21927243	1260
AT5G54035	21926239	21926496	258
AT5G54040	21928847	21930637	1791
AT5G54043	21929588	21929845	258
AT5G54050	21933663	21935970	2308
AT5G54060	21936902	21938308	1407
AT5G54062	21938857	21939480	624
AT5G54067	21941766	21942146	381
AT5G54070	21944018	21945092	1075
AT5G54080	21945920	21948070	2151
AT5G54090	21948283	21952550	4268
AT5G54095	21952868	21953369	502
AT5G54100	21954035	21956500	2466
AT5G54110	21958356	21960367	2012
AT5G54130	21962900	21965279	2380
AT5G54140	21965833	21967834	2002
AT5G54145	21972558	21972749	192
AT5G54148	21976465	21977032	568
AT5G54150	21977461	21978237	777
AT5G54160	21982075	21984167	2093
AT5G54165	21984620	21984868	249
AT5G54170	21985056	21987039	1984
AT5G54180	21988544	21990183	1640
AT5G54190	21991183	21992773	1591
AT5G54200	21993565	21997076	3512
AT5G54210	22008612	22009532	921
AT5G54215	22010063	22010410	348
AT5G54220	22011349	22011755	407
AT5G54225	22013878	22014321	444
AT5G54230	22016357	22017845	1489
AT5G54240	22023339	22024461	1123
AT5G54250	22025684	22029971	4288
AT5G54260	22032702	22037749	5048
AT5G54270	22038424	22039383	960
AT5G54280	22039606	22045592	5987
AT5G54290	22051097	22053923	2827
AT5G54300	22054270	22055342	1073
AT5G54310	22057262	22061066	3805
AT5G54320	22062805	22063914	1110
AT5G54330	22064993	22066063	1071
AT5G54340	22066831	22067565	735
AT5G54350	22070135	22070920	786
AT5G54360	22071862	22072674	813
AT5G54370	22075334	22076567	1234
AT5G54380	22077313	22079880	2568
AT5G54390	22086133	22087586	1454
AT5G54400	22090680	22091998	1319
AT5G54410	22094247	22094906	660
AT5G54420	22095804	22096079	276
AT5G54430	22097563	22099693	2131
AT5G54440	22100056	22107695	7640
AT5G54450	22108273	22109379	1107
AT5G54460	22110425	22110949	525
AT5G54470	22114584	22115315	732
AT5G54480	22118004	22120166	2163
AT5G54490	22121458	22121841	384
AT5G54500	22124674	22126435	1762
AT5G54510	22131321	22133564	2244
AT5G54520	22146781	22149089	2309
AT5G54530	22152781	22154201	1421
AT5G54540	22156604	22157857	1254
AT5G54550	22158401	22159480	1080
AT5G54560	22161134	22162216	1083
AT5G54570	22167636	22170235	2600
AT5G54580	22171332	22172656	1325
AT5G54585	22175688	22176509	822
AT5G54590	22180480	22182698	2219
AT5G54600	22183046	22184403	1358
AT5G54610	22184781	22186481	1701
AT5G54620	22187761	22189746	1986
AT5G54630	22192607	22194260	1654
AT5G54640	22196540	22197279	740
AT5G54650	22197856	22201649	3794
AT5G54660	22203950	22204986	1037
AT5G54670	22209912	22213843	3932
AT5G54680	22217270	22218993	1724
AT5G54690	22219435	22221769	2335
AT5G54700	22223096	22225509	2414
AT5G54710	22227665	22230635	2971
AT5G54720	22232295	22232852	558
AT5G54730	22233977	22236804	2828
AT5G54740	22238640	22239137	498
AT5G54745	22240256	22241233	978
AT5G54750	22242080	22243477	1398
AT5G54760	22244732	22245517	786
AT5G54770	22246634	22247891	1258
AT5G54780	22248696	22251692	2997
AT5G54790	22254195	22255489	1295
AT5G54800	22261408	22263562	2155
AT5G54810	22264805	22266738	1934
AT5G54820	22269859	22271777	1919
AT5G54830	22273394	22276117	2724
AT5G54840	22276611	22278328	1718
AT5G54850	22280755	22281363	609
AT5G54855	22282902	22284251	1350
AT5G54860	22284721	22287025	2305
AT5G54870	22289149	22291604	2456
AT5G54880	22291920	22293104	1185
AT5G54890	22293346	22294909	1564
AT5G54900	22295412	22298126	2715
AT5G54910	22298668	22301719	3052
AT5G54920	22302111	22305576	3466
AT5G54930	22305897	22306839	943
AT5G54940	22308420	22308758	339
AT5G54950	22309832	22310242	411
AT5G54960	22310858	22312681	1824
AT5G54970	22313271	22313648	378
AT5G54980	22315799	22316560	762
AT5G54990	22317505	22318185	681
AT5G55000	22318644	22321599	2956
AT5G55010	22321900	22322229	330
AT5G55020	22324599	22326248	1650
AT5G55040	22327727	22331703	3977
AT5G55050	22337745	22339741	1997
AT5G55060	22342079	22346400	4322
AT5G55070	22347637	22350409	2773
AT5G55080	22351576	22353058	1483
AT5G55090	22356852	22358384	1533
AT5G55100	22361281	22364664	3384
AT5G55110	22367870	22368361	492
AT5G55120	22369515	22371709	2195
AT5G55125	22372737	22372967	231
AT5G55130	22373374	22376028	2655
AT5G55131	22376583	22376989	407
AT5G55132	22379086	22379469	384
AT5G55135	22379959	22380386	428
AT5G55140	22381370	22381787	418
AT5G55150	22382275	22383392	1118
AT5G55160	22383747	22384772	1026
AT5G55170	22385468	22386071	604
AT5G55180	22388834	22390561	1728
AT5G55190	22392285	22393957	1673
AT5G55200	22394705	22396335	1631
AT5G55210	22396707	22397374	668
AT5G55220	22397677	22400678	3002
AT5G55230	22402716	22405182	2467
AT5G55240	22405963	22407158	1196
AT5G55250	22407589	22410854	3266
AT5G55260	22416808	22418621	1814
AT5G55270	22419218	22420303	1086
AT5G55280	22420740	22422527	1788
AT5G55290	22423037	22424086	1050
AT5G55300	22424701	22429045	4345
AT5G55310	22430389	22434590	4202
AT5G55320	22435680	22436699	1020
AT5G55330	22437825	22438865	1041
AT5G55340	22439985	22440986	1002
AT5G55350	22442356	22443393	1038
AT5G55360	22443724	22444752	1029
AT5G55370	22445085	22446116	1032
AT5G55380	22446846	22447871	1026
AT5G55390	22448152	22454414	6263
AT5G55400	22455535	22458950	3416
AT5G55410	22460677	22461081	405
AT5G55430	22464750	22465199	450
AT5G55440	22465718	22466989	1272
AT5G55450	22467560	22467874	315
AT5G55460	22468698	22469133	436
AT5G55470	22469553	22472585	3033
AT5G55480	22474277	22477819	3543
AT5G55490	22478822	22481071	2250
AT5G55500	22482386	22484417	2032
AT5G55507	22485286	22485561	276
AT5G55508	22485872	22486015	144
AT5G55510	22486525	22487916	1392
AT5G55520	22488205	22491187	2983
AT5G55530	22494439	22495656	1218
AT5G55540	22496322	22500543	4222
AT5G55550	22502077	22503658	1582
AT5G55560	22506477	22507757	1281
AT5G55565	22510219	22510413	195
AT5G55570	22514587	22515260	674
AT5G55580	22515601	22517662	2062
AT5G55590	22519911	22521699	1789
AT5G55600	22522232	22524796	2565
AT5G55610	22525981	22527858	1878
AT5G55620	22530373	22530678	306
AT5G55630	22531718	22532893	1176
AT5G55640	22533244	22533923	680
AT5G55650	22536360	22536824	465
AT5G55660	22539375	22543142	3768
AT5G55670	22544669	22546801	2133
AT5G55680	22547735	22548361	627
AT5G55690	22548790	22549623	834
AT5G55700	22551873	22554702	2830
AT5G55710	22554995	22555624	630
AT5G55720	22556047	22557496	1450
AT5G55730	22558375	22560392	2018
AT5G55740	22561941	22564433	2493
AT5G55750	22564838	22566021	1184
AT5G55760	22567282	22570716	3435
AT5G55770	22571645	22573732	2088
AT5G55780	22576611	22578668	2058
AT5G55790	22580760	22581335	576
AT5G55800	22581694	22583430	1737
AT5G55810	22584229	22586239	2011
AT5G55820	22586287	22594035	7749
AT5G55830	22594655	22596700	2046
AT5G55840	22598038	22601688	3651
AT5G55850	22603617	22604951	1335
AT5G55855	22605805	22606491	687
AT5G55856	22607927	22608640	714
AT5G55860	22610146	22612166	2021
AT5G55870	22612637	22613311	675
AT5G55880	22619104	22620204	1101
AT5G55890	22622737	22623837	1101
AT5G55893	22624738	22625895	1158
AT5G55900	22637612	22639602	1991
AT5G55910	22640055	22641634	1580
AT5G55920	22645742	22649383	3642
AT5G55930	22652988	22655827	2840
AT5G55940	22656256	22657894	1639
AT5G55950	22658411	22660253	1843
AT5G55960	22662726	22664762	2037
AT5G55970	22668019	22669312	1294
AT5G55980	22670301	22670642	342
AT5G55990	22672189	22673579	1391
AT5G56000	22677602	22680067	2466
AT5G56010	22681410	22683911	2502
AT5G56020	22684586	22686206	1621
AT5G56030	22686923	22689433	2511
AT5G56040	22695050	22698410	3361
AT5G56050	22701167	22702018	852
AT5G56060	22704285	22704892	608
AT5G56070	22708679	22709204	526
AT5G56075	22709756	22710809	1054
AT5G56080	22711402	22712364	963
AT5G56090	22714634	22716605	1972
AT5G56100	22717121	22717573	453
AT5G56110	22719191	22720664	1474
AT5G56120	22721483	22722193	711
AT5G56130	22722755	22725065	2311
AT5G56140	22725462	22727932	2471
AT5G56150	22729756	22730964	1209
AT5G56160	22732444	22735380	2937
AT5G56170	22736072	22737108	1037
AT5G56180	22737539	22740986	3448
AT5G56190	22742500	22744909	2410
AT5G56200	22747768	22749249	1482
AT5G56210	22750660	22752363	1704
AT5G56220	22754871	22757792	2922
AT5G56230	22758768	22759328	561
AT5G56240	22760088	22763539	3452
AT5G56250	22768918	22771869	2952
AT5G56260	22775549	22776145	597
AT5G56270	22780816	22783137	2322
AT5G56280	22783617	22785530	1914
AT5G56290	22786655	22791972	5318
AT5G56300	22799571	22801484	1914
AT5G56310	22802322	22803914	1593
AT5G56320	22808854	22810713	1860
AT5G56325	22812213	22813193	981
AT5G56330	22813768	22816162	2395
AT5G56340	22818254	22819444	1191
AT5G56350	22820254	22822529	2276
AT5G56360	22823586	22827950	4365
AT5G56368	22833964	22834645	682
AT5G56369	22835446	22835823	378
AT5G56370	22836200	22837619	1420
AT5G56380	22838836	22840353	1518
AT5G56390	22842790	22844273	1484
AT5G56400	22846069	22847615	1547
AT5G56410	22848508	22850331	1824
AT5G56420	22850863	22852334	1472
AT5G56430	22853323	22854575	1253
AT5G56440	22855742	22857117	1376
AT5G56450	22858772	22859764	993
AT5G56452	22860483	22861336	854
AT5G56460	22865509	22867866	2358
AT5G56470	22869060	22869958	899
AT5G56480	22870326	22870817	492
AT5G56490	22871507	22873420	1914
AT5G56500	22874058	22876966	2909
AT5G56510	22881721	22883842	2122
AT5G56520	22885226	22885531	306
AT5G56530	22889382	22891439	2058
AT5G56540	22893243	22893425	183
AT5G56550	22895847	22896502	656
AT5G56555	22898714	22898979	266
AT5G56560	22899724	22901985	2262
AT5G56570	22902736	22904404	1669
AT5G56580	22904851	22906620	1770
AT5G56590	22907521	22909436	1916
AT5G56600	22909882	22910710	829
AT5G56610	22916738	22918137	1400
AT5G56620	22918236	22921139	2904
AT5G56630	22924311	22926728	2418
AT5G56640	22927534	22929638	2105
AT5G56650	22930825	22932488	1664
AT5G56660	22933278	22935011	1734
AT5G56670	22935413	22935981	569
AT5G56680	22936645	22938841	2197
AT5G56690	22939723	22941099	1377
AT5G56700	22942104	22943378	1275
AT5G56710	22944003	22944767	765
AT5G56720	22945438	22946718	1281
AT5G56730	22946906	22952576	5671
AT5G56740	22953009	22955577	2569
AT5G56750	22957986	22960606	2621
AT5G56760	22961498	22962582	1085
AT5G56770	22962994	22963989	996
AT5G56780	22964384	22966241	1858
AT5G56790	22968610	22971391	2782
AT5G56795	22972049	22972441	393
AT5G56800	22972989	22974208	1220
AT5G56810	22974520	22975992	1473
AT5G56820	22976334	22977838	1505
AT5G56840	22980789	22982152	1364
AT5G56850	22985432	22987977	2546
AT5G56860	22989630	22991351	1722
AT5G56870	23004284	23008410	4127
AT5G56880	23009140	23009619	480
AT5G56890	23010801	23015559	4759
AT5G56900	23019750	23022670	2921
AT5G56910	23022996	23024008	1013
AT5G56920	23025000	23025765	766
AT5G56930	23027949	23030565	2617
AT5G56940	23030879	23032200	1322
AT5G56950	23032618	23035299	2682
AT5G56960	23038703	23041410	2708
AT5G56970	23044944	23048245	3302
AT5G56980	23056574	23057713	1140
AT5G56985	23056476	23056904	429
AT5G56990	23061070	23061883	814
AT5G57000	23063870	23065203	1334
AT5G57010	23068207	23070203	1997
AT5G57015	23071508	23074577	3070
AT5G57020	23075451	23076755	1305
AT5G57030	23077398	23079818	2421
AT5G57035	23080743	23083819	3077
AT5G57040	23084035	23085116	1082
AT5G57050	23087720	23089303	1584
AT5G57060	23090666	23091796	1131
AT5G57070	23096221	23097948	1728
AT5G57080	23098959	23099368	410
AT5G57090	23100765	23104456	3692
AT5G57100	23106563	23108440	1878
AT5G57110	23109729	23116857	7129
AT5G57120	23122767	23124400	1634
AT5G57123	23127215	23127418	204
AT5G57130	23145291	23149395	4105
AT5G57140	23149926	23151370	1445
AT5G57150	23152361	23154872	2512
AT5G57160	23155150	23161688	6539
AT5G57170	23162201	23163140	940
AT5G57180	23168393	23170763	2371
AT5G57190	23171531	23175364	3834
AT5G57200	23177696	23180601	2906
AT5G57210	23181088	23183705	2618
AT5G57220	23187911	23189681	1771
AT5G57230	23189957	23191485	1529
AT5G57240	23193449	23195303	1855
AT5G57250	23195609	23198524	2916
AT5G57260	23198694	23200273	1580
AT5G57270	23200984	23203105	2122
AT5G57280	23204533	23206485	1953
AT5G57290	23207049	23207835	787
AT5G57300	23208705	23210611	1907
AT5G57320	23212690	23217549	4860
AT5G57330	23218392	23220664	2273
AT5G57340	23228022	23229094	1073
AT5G57345	23229562	23230587	1026
AT5G57350	23231208	23236381	5174
AT5G57360	23241597	23244415	2819
AT5G57370	23244811	23245470	660
AT5G57380	23246538	23249289	2752
AT5G57390	23253459	23256437	2979
AT5G57400	23262239	23263377	1139
AT5G57410	23264351	23267641	3291
AT5G57420	23270024	23270959	936
AT5G57440	23271518	23272900	1383
AT5G57450	23274008	23274922	915
AT5G57460	23275321	23277261	1941
AT5G57480	23279406	23280968	1563
AT5G57490	23283895	23285335	1441
AT5G57500	23286406	23287525	1120
AT5G57510	23289164	23289556	393
AT5G57520	23296019	23296471	453
AT5G57530	23300469	23301549	1081
AT5G57535	23302415	23302549	135
AT5G57540	23302996	23304049	1054
AT5G57550	23305055	23306384	1330
AT5G57560	23307296	23308235	940
AT5G57565	23310872	23311725	854
AT5G57567	23312233	23312421	189
AT5G57569	23312029	23312401	373
AT5G57570	23313784	23314194	411
AT5G57580	23314994	23317683	2690
AT5G57590	23318593	23322687	4095
AT5G57610	23325307	23329099	3793
AT5G57620	23334904	23336388	1485
AT5G57625	23337865	23338577	713
AT5G57630	23341092	23343143	2052
AT5G57640	23344766	23345446	681
AT5G57650	23345797	23346285	489
AT5G57655	23347030	23349805	2776
AT5G57660	23355573	23356729	1157
AT5G57670	23360531	23363694	3164
AT5G57685	23366356	23366802	447
AT5G57690	23372063	23374469	2407
AT5G57700	23375170	23376943	1774
AT5G57710	23384794	23388052	3259
AT5G57720	23389927	23391526	1600
AT5G57740	23394789	23397145	2357
AT5G57750	23399668	23400300	633
AT5G57760	23400725	23400961	237
AT5G57770	23401094	23403112	2019
AT5G57780	23405505	23406008	504
AT5G57785	23409105	23409326	222
AT5G57790	23412193	23413442	1250
AT5G57800	23420589	23423832	3244
AT5G57810	23424466	23425589	1124
AT5G57815	23426753	23427637	885
AT5G57820	23428601	23429165	565
AT5G57830	23429406	23430860	1455
AT5G57840	23432945	23435161	2217
AT5G57850	23435548	23437287	1740
AT5G57860	23437991	23439087	1097
AT5G57870	23439755	23443433	3679
AT5G57880	23443977	23446439	2463
AT5G57887	23446831	23447085	255
AT5G57890	23447648	23449622	1975
AT5G57900	23449916	23450915	1000
AT5G57910	23451259	23452463	1205
AT5G57920	23453403	23454256	854
AT5G57930	23454690	23456354	1665
AT5G57940	23457116	23460439	3324
AT5G57950	23460678	23462128	1451
AT5G57960	23463133	23466481	3349
AT5G57970	23467316	23468910	1595
AT5G57980	23469050	23469768	719
AT5G57990	23470218	23473997	3780
AT5G58000	23477098	23479496	2399
AT5G58003	23480066	23481924	1859
AT5G58005	23482234	23482757	524
AT5G58010	23483670	23484889	1220
AT5G58020	23485585	23486649	1065
AT5G58030	23487021	23488483	1463
AT5G58040	23488865	23494000	5136
AT5G58050	23494498	23497386	2889
AT5G58060	23498277	23500128	1852
AT5G58070	23500512	23501156	645
AT5G58080	23501785	23504150	2366
AT5G58090	23505556	23507193	1638
AT5G58100	23507828	23514863	7036
AT5G58110	23515275	23516479	1205
AT5G58120	23517492	23520927	3436
AT5G58130	23521190	23523766	2577
AT5G58140	23524771	23529993	5223
AT5G58150	23530216	23532573	2358
AT5G58160	23533724	23539465	5742
AT5G58170	23540261	23543092	2832
AT5G58180	23544011	23545157	1147
AT5G58190	23546434	23549363	2930
AT5G58200	23549605	23551972	2368
AT5G58210	23552427	23554045	1619
AT5G58220	23554546	23555861	1316
AT5G58230	23556112	23557994	1883
AT5G58240	23558349	23559313	965
AT5G58250	23559558	23560372	815
AT5G58260	23561075	23561929	855
AT5G58270	23562168	23567040	4873
AT5G58280	23567338	23568670	1333
AT5G58290	23569155	23571116	1962
AT5G58300	23572821	23574871	2051
AT5G58310	23575127	23576007	881
AT5G58320	23577728	23579641	1914
AT5G58330	23580010	23582287	2278
AT5G58340	23582607	23584245	1639
AT5G58350	23585505	23587681	2177
AT5G58360	23590079	23590969	891
AT5G58370	23593358	23595645	2288
AT5G58375	23596369	23596705	337
AT5G58380	23597092	23598531	1440
AT5G58390	23599755	23601244	1490
AT5G58400	23605357	23606967	1611
AT5G58410	23609663	23617343	7681
AT5G58412	23618109	23618496	388
AT5G58420	23619599	23620896	1298
AT5G58430	23621460	23623334	1875
AT5G58440	23624154	23626676	2523
AT5G58450	23626826	23632071	5246
AT5G58460	23632361	23635037	2677
AT5G58470	23638566	23640854	2289
AT5G58480	23641227	23642826	1600
AT5G58490	23643068	23644455	1388
AT5G58500	23645535	23646083	549
AT5G58510	23648287	23654421	6135
AT5G58520	23655312	23657943	2632
AT5G58530	23660428	23661249	822
AT5G58540	23663400	23665182	1783
AT5G58550	23665451	23668474	3024
AT5G58560	23670513	23672570	2058
AT5G58570	23672870	23673130	261
AT5G58575	23674399	23675224	826
AT5G58580	23676906	23677832	927
AT5G58590	23680319	23681714	1396
AT5G58600	23683944	23685679	1736
AT5G58610	23686353	23691192	4840
AT5G58620	23693959	23695782	1824
AT5G58630	23696141	23697335	1195
AT5G58640	23697996	23699505	1510
AT5G58650	23699879	23700186	308
AT5G58660	23701509	23703802	2294
AT5G58670	23704457	23706751	2295
AT5G58680	23708247	23709320	1074
AT5G58690	23709676	23712030	2355
AT5G58700	23713144	23716057	2914
AT5G58710	23717840	23719495	1656
AT5G58720	23719976	23722974	2999
AT5G58730	23723627	23725324	1698
AT5G58740	23725936	23727528	1593
AT5G58750	23728886	23730046	1161
AT5G58760	23730741	23733606	2866
AT5G58770	23734396	23735495	1100
AT5G58780	23735755	23737284	1530
AT5G58782	23738306	23739484	1179
AT5G58784	23739950	23741267	1318
AT5G58787	23742733	23744324	1592
AT5G58790	23745327	23745632	306
AT5G58800	23746032	23746895	864
AT5G58820	23751956	23754773	2818
AT5G58830	23755787	23758600	2814
AT5G58840	23759043	23761947	2905
AT5G58850	23763945	23765441	1497
AT5G58860	23765999	23767997	1999
AT5G58870	23770080	23773719	3640
AT5G58880	23775966	23779601	3636
AT5G58890	23780832	23781716	885
AT5G58900	23783275	23784667	1393
AT5G58910	23789522	23792112	2591
AT5G58920	23793239	23794014	776
AT5G58930	23794529	23796094	1566
AT5G58940	23798659	23800716	2058
AT5G58950	23801136	23803025	1890
AT5G58960	23805799	23808360	2562
AT5G58970	23808642	23811018	2377
AT5G58980	23811449	23814395	2947
AT5G58990	23815028	23815819	792
AT5G59000	23818768	23820018	1251
AT5G59010	23820578	23823099	2522
AT5G59020	23827160	23829603	2444
AT5G59030	23833945	23834457	513
AT5G59040	23836724	23837179	456
AT5G59050	23839494	23842519	3026
AT5G59060	23844394	23844726	333
AT5G59070	23845237	23847329	2093
AT5G59080	23847691	23848403	713
AT5G59090	23852125	23855235	3111
AT5G59100	23858951	23862087	3137
AT5G59105	23862546	23863029	484
AT5G59110	23863530	23864048	519
AT5G59120	23864897	23868020	3124
AT5G59130	23870192	23873691	3500
AT5G59140	23874696	23875631	936
AT5G59150	23876858	23878244	1387
AT5G59160	23879567	23881102	1536
AT5G59170	23882045	23882911	867
AT5G59180	23883499	23884976	1478
AT5G59190	23885855	23888673	2819
AT5G59200	23888793	23890427	1635
AT5G59210	23890802	23893619	2818
AT5G59220	23894672	23896497	1826
AT5G59230	23901555	23902379	825
AT5G59240	23902626	23903670	1045
AT5G59250	23903958	23906853	2896
AT5G59260	23907901	23909925	2025
AT5G59270	23911151	23913244	2094
AT5G59280	23914141	23915139	999
AT5G59290	23915814	23917998	2185
AT5G59300	23919868	23921193	1326
AT5G59305	23923232	23923679	448
AT5G59310	23925296	23925772	477
AT5G59320	23929051	23929492	442
AT5G59330	23931414	23931677	264
AT5G59340	23933408	23934627	1220
AT5G59350	23941132	23943453	2322
AT5G59360	23945595	23946059	465
AT5G59370	23950109	23951586	1478
AT5G59380	23952321	23953485	1165
AT5G59390	23954934	23957151	2218
AT5G59400	23957756	23959518	1763
AT5G59410	23959761	23960730	970
AT5G59420	23961731	23964623	2893
AT5G59430	23968254	23970753	2500
AT5G59440	23971397	23972729	1333
AT5G59450	23974808	23976640	1833
AT5G59460	23976968	23978291	1324
AT5G59470	23978611	23979414	804
AT5G59480	23979619	23981156	1538
AT5G59490	23982922	23984419	1498
AT5G59500	23986024	23987214	1191
AT5G59510	23990089	23990523	435
AT5G59520	23991447	23992762	1316
AT5G59530	23994434	23995715	1282
AT5G59540	23996293	23997576	1284
AT5G59550	23998422	23999960	1539
AT5G59560	24000747	24001574	828
AT5G59570	24004047	24004943	897
AT5G59580	24006239	24007689	1451
AT5G59590	24009152	24010585	1434
AT5G59600	24011315	24012919	1605
AT5G59610	24013165	24014954	1790
AT5G59613	24015726	24016500	775
AT5G59616	24017511	24018077	567
AT5G59650	24031346	24035100	3755
AT5G59660	24035687	24039979	4293
AT5G59670	24041538	24045478	3941
AT5G59680	24046792	24050801	4010
AT5G59690	24051649	24051960	312
AT5G59700	24052613	24055102	2490
AT5G59710	24058157	24061736	3580
AT5G59720	24062632	24063117	486
AT5G59730	24064096	24066004	1909
AT5G59740	24070310	24072747	2438
AT5G59750	24073397	24075411	2015
AT5G59760	24075628	24076415	788
AT5G59770	24079521	24081074	1554
AT5G59780	24082425	24083350	926
AT5G59790	24090950	24092804	1855
AT5G59800	24094752	24096422	1671
AT5G59810	24096895	24100387	3493
AT5G59820	24103073	24103561	489
AT5G59830	24105423	24107071	1649
AT5G59840	24107450	24109049	1600
AT5G59845	24111443	24111808	366
AT5G59850	24112499	24113084	586
AT5G59860	24113462	24114449	988
AT5G59865	24114599	24115318	720
AT5G59870	24115605	24116144	540
AT5G59880	24120382	24121628	1247
AT5G59890	24122545	24123596	1052
AT5G59895	24123408	24123590	183
AT5G59900	24123983	24126706	2724
AT5G59910	24127206	24127658	453
AT5G59920	24128756	24130888	2133
AT5G59930	24134526	24136496	1971
AT5G59940	24137412	24139367	1956
AT5G59950	24140235	24141504	1270
AT5G59960	24142352	24145140	2789
AT5G59970	24146352	24146663	312
AT5G59980	24147207	24149783	2577
AT5G59990	24151206	24153084	1879
AT5G60000	24159331	24159780	450
AT5G60010	24160456	24164755	4300
AT5G60020	24168072	24170223	2152
AT5G60030	24172082	24172960	879
AT5G60040	24173590	24183269	9680
AT5G60050	24183680	24185264	1585
AT5G60060	24188600	24189724	1125
AT5G60070	24190440	24192570	2131
AT5G60080	24193181	24194909	1729
AT5G60090	24196082	24197725	1644
AT5G60100	24198215	24200502	2288
AT5G60110	24201954	24202937	984
AT5G60120	24208153	24211067	2915
AT5G60130	24211871	24213112	1242
AT5G60140	24214077	24215351	1275
AT5G60142	24216180	24217591	1412
AT5G60150	24218211	24223245	5035
AT5G60160	24223887	24226783	2897
AT5G60170	24228178	24232394	4217
AT5G60180	24233024	24234007	984
AT5G60190	24235319	24235999	681
AT5G60200	24241078	24241951	874
AT5G60210	24243529	24245889	2361
AT5G60215	24247622	24247956	335
AT5G60220	24248957	24250065	1109
AT5G60230	24250185	24250952	768
AT5G60240	24251382	24251628	247
AT5G60250	24252226	24254710	2485
AT5G60260	24255454	24256285	832
AT5G60265	24256375	24257699	1325
AT5G60270	24257761	24259767	2007
AT5G60280	24260563	24262536	1974
AT5G60290	24262864	24263843	980
AT5G60300	24264862	24267973	3112
AT5G60310	24268011	24269982	1972
